ds,RealVal,PatchTST,LSTM
1/22/2024 16:00,14.4,16.0014267,13.58355427
1/22/2024 17:00,10.8,12.65420151,12.17114067
1/22/2024 18:00,1.4,8.372865677,8.785152435
1/22/2024 19:00,3.6,0.088919997,4.12579155
1/22/2024 20:00,5,4.544427395,3.938484192
1/22/2024 21:00,4.3,5.949876308,5.092118263
1/22/2024 22:00,7.2,3.776759148,3.757898331
1/22/2024 23:00,10.4,8.592941284,6.669302464
1/23/2024 0:00,7.2,11.2818079,8.935429573
1/23/2024 1:00,7.2,5.341243267,6.03092289
1/23/2024 2:00,7.2,6.665722847,6.685477734
1/23/2024 3:00,6.5,7.177611351,6.488252163
1/23/2024 4:00,7.6,6.243023396,5.941058159
1/23/2024 5:00,5.8,8.196598053,7.035089016
1/23/2024 6:00,4.7,4.931527615,5.179413795
1/23/2024 7:00,1.8,4.044188023,4.486473083
1/23/2024 8:00,1.4,1.254876614,2.900706291
1/23/2024 9:00,3.2,1.55245924,2.364577532
1/23/2024 10:00,4.7,4.659710884,4.127471924
1/23/2024 11:00,8.3,5.711736202,4.963205338
1/23/2024 12:00,13.3,10.7149992,9.99199295
1/23/2024 13:00,16.9,15.89445114,16.32452011
1/23/2024 14:00,21.6,18.10032272,17.17271423
1/23/2024 15:00,23,22.0736351,19.545784
1/23/2024 16:00,24.5,22.39123344,21.12229538
1/23/2024 17:00,21.2,23.45485687,21.38645935
1/23/2024 18:00,15.8,18.29965591,18.37795448
1/23/2024 19:00,15.1,12.65831375,12.9191761
1/23/2024 20:00,14,13.84120369,13.59972763
1/23/2024 21:00,13,12.98051071,13.25178337
1/23/2024 22:00,10.4,11.94127178,11.54158401
1/23/2024 23:00,9.4,8.927218437,9.396589279
1/24/2024 0:00,9,8.346590996,8.575870514
1/24/2024 1:00,8.3,8.409682274,8.316965103
1/24/2024 2:00,6.8,7.55104351,7.518044472
1/24/2024 3:00,6.5,5.852696896,5.936171055
1/24/2024 4:00,6.5,5.911176205,5.917867184
1/24/2024 5:00,7.6,6.083539963,5.927251339
1/24/2024 6:00,5,8.341363907,7.386919975
1/24/2024 7:00,4.3,3.827309608,4.061328411
1/24/2024 8:00,3.6,3.835764885,4.06840086
1/24/2024 9:00,2.2,3.568112135,3.352395535
1/24/2024 10:00,3.6,2.078548431,2.380029202
1/24/2024 11:00,3.2,4.794361115,4.382823944
1/24/2024 12:00,2.2,3.163183451,3.030398369
1/24/2024 13:00,1.4,2.04622364,2.553431749
1/24/2024 14:00,2.2,1.475686789,2.082865477
1/24/2024 15:00,4,2.997987747,3.312086344
1/24/2024 16:00,5,5.438601494,5.476597309
1/24/2024 17:00,5,5.519774437,5.554108143
1/24/2024 18:00,6.1,5.042448521,4.980996132
1/24/2024 19:00,8.3,6.920149803,6.967020035
1/24/2024 20:00,9.7,10.03088856,9.715586662
1/24/2024 21:00,9.7,10.67980385,8.584690094
1/24/2024 22:00,10.4,9.239347458,8.246394157
1/24/2024 23:00,8.3,10.87290096,10.03580475
1/25/2024 0:00,6.5,7.108443737,6.61974287
1/25/2024 1:00,4,5.28394556,4.711931705
1/25/2024 2:00,2.9,3.245725155,3.394597054
1/25/2024 3:00,2.5,2.795024872,2.642138243
1/25/2024 4:00,1.1,2.43487215,2.459470034
1/25/2024 5:00,0.4,0.805085301,1.806685925
1/25/2024 6:00,0.7,0.512260973,1.343289375
1/25/2024 7:00,2.9,1.170677543,1.319691181
1/25/2024 8:00,1.8,4.521312714,3.598572969
1/25/2024 9:00,1.4,1.647009969,1.798141956
1/25/2024 10:00,3.2,1.497190714,1.598512411
1/25/2024 11:00,7.6,4.828593254,3.493008375
1/25/2024 12:00,10.1,10.97054958,8.248989105
1/25/2024 13:00,11.5,12.64438152,10.10709953
1/25/2024 14:00,8.6,12.74765205,11.96168041
1/25/2024 15:00,7.2,7.305077076,7.423607826
1/25/2024 16:00,11.9,6.52233696,6.797636509
1/25/2024 17:00,15.5,13.50086021,12.69155121
1/25/2024 18:00,13.7,16.5712738,15.5594635
1/25/2024 19:00,8.6,11.91833019,11.31863213
1/25/2024 20:00,5.4,6.500607967,7.068655014
1/25/2024 21:00,7.9,4.357673168,4.979711056
1/25/2024 22:00,7.6,9.333976746,7.699636459
1/25/2024 23:00,6.8,7.143959045,6.835040569
1/26/2024 0:00,7.6,5.733869076,5.860638618
1/26/2024 1:00,7.6,7.733751297,7.194333076
1/26/2024 2:00,6.5,7.398673534,6.904733181
1/26/2024 3:00,7.9,5.579151154,5.829020977
1/26/2024 4:00,8.3,8.360883713,7.551940441
1/26/2024 5:00,8.3,8.259597778,7.614144325
1/26/2024 6:00,6.5,8.198318481,7.715180874
1/26/2024 7:00,5.8,5.640552044,5.830668449
1/26/2024 8:00,5,5.453344822,5.519803047
1/26/2024 9:00,6.1,4.824895382,4.755545616
1/26/2024 10:00,8.3,6.940598011,6.459771156
1/26/2024 11:00,10.4,10.38479233,8.965465546
1/26/2024 12:00,12.2,12.55204868,11.70986176
1/26/2024 13:00,12.6,14.12235546,13.81669807
1/26/2024 14:00,12.6,13.02466583,13.25551033
1/26/2024 15:00,14,12.76284885,12.61769295
1/26/2024 16:00,13.3,14.71072102,14.35474682
1/26/2024 17:00,11.5,12.43765163,12.16079903
1/26/2024 18:00,10.4,10.09584904,9.513727188
1/26/2024 19:00,9,9.580154419,9.254079819
1/26/2024 20:00,6.1,8.088222504,7.956956863
1/26/2024 21:00,2.2,4.872313023,5.16663456
1/26/2024 22:00,0.7,1.334404945,3.557076693
1/26/2024 23:00,0.4,0.858741283,2.619959593
1/27/2024 0:00,3.6,1.011563182,2.307023048
1/27/2024 1:00,4.3,5.125107288,4.745433807
1/27/2024 2:00,3.6,4.616150379,4.105572224
1/27/2024 3:00,3.2,3.13833189,3.445415974
1/27/2024 4:00,4.7,3.270908356,3.142583132
1/27/2024 5:00,5.4,5.660425186,4.845734119
1/27/2024 6:00,5.4,5.679588318,5.241550446
1/27/2024 7:00,6.1,5.176103115,5.200381756
1/27/2024 8:00,5.4,6.449652195,6.155275822
1/27/2024 9:00,4.3,5.189122677,4.958706379
1/27/2024 10:00,4.3,4.028158188,4.057107925
1/27/2024 11:00,5.4,4.209162712,4.643503189
1/27/2024 12:00,7.2,6.16980648,6.272814751
1/27/2024 13:00,9.7,9.132078171,8.461088181
1/27/2024 14:00,11.2,12.25432968,11.49308205
1/27/2024 15:00,11.2,12.55828094,11.95163345
1/27/2024 16:00,10.8,10.93495083,9.943918228
1/27/2024 17:00,9.7,9.836169243,9.787109375
1/27/2024 18:00,9.4,8.533756256,8.827587128
1/27/2024 19:00,9,8.505642891,8.101430893
1/27/2024 20:00,7.6,8.092206955,8.3881464
1/27/2024 21:00,7.2,6.581192493,6.421378136
1/27/2024 22:00,5.4,6.684338093,6.439157009
1/27/2024 23:00,4.7,4.626187801,4.717619419
1/28/2024 0:00,3.6,4.199831009,3.936760187
1/28/2024 1:00,4.3,3.262235165,3.282459021
1/28/2024 2:00,3.6,4.655820847,4.491685867
1/28/2024 3:00,3.2,3.516587019,3.276487589
1/28/2024 4:00,4.7,3.070497751,2.843990564
1/28/2024 5:00,5.4,5.857291222,5.546219826
1/28/2024 6:00,5.4,5.866265774,5.597066879
1/28/2024 7:00,6.1,5.342697144,5.137149811
1/28/2024 8:00,5.4,6.324734211,6.349644661
1/28/2024 9:00,4.3,4.994989872,4.764052868
1/28/2024 10:00,4.3,4.077160358,3.837700605
1/28/2024 11:00,5.4,4.467127323,4.51664114
1/28/2024 12:00,7.2,6.299282074,6.252317905
1/28/2024 13:00,9.7,9.168291092,8.415747643
1/28/2024 14:00,11.2,12.45232391,11.6485405
1/28/2024 15:00,11.2,12.6776638,12.16972065
1/28/2024 16:00,10.8,11.01705837,9.855524063
1/28/2024 17:00,9.7,9.993086815,9.866971016
1/28/2024 18:00,9.4,8.766245842,8.922801971
1/28/2024 19:00,9,8.938175201,8.081762314
1/28/2024 20:00,7.6,8.501363754,8.399085999
1/28/2024 21:00,7.2,6.716724396,6.474509716
1/28/2024 22:00,5.4,6.660048962,6.449528217
1/28/2024 23:00,4.7,4.491191387,4.752674103
1/29/2024 0:00,5.4,4.31218338,4.222019196
1/29/2024 1:00,6.5,5.575248241,5.705691338
1/29/2024 2:00,5.8,6.595911026,6.791287422
1/29/2024 3:00,5.8,5.192775726,5.138576508
1/29/2024 4:00,6.1,5.570926666,5.546463013
1/29/2024 5:00,6.5,6.197708607,6.138046741
1/29/2024 6:00,6.5,6.605106354,6.464920044
1/29/2024 7:00,6.5,6.327814102,6.271661758
1/29/2024 8:00,5.8,6.332607269,6.301454067
1/29/2024 9:00,5.4,5.576997757,5.126056671
1/29/2024 10:00,5.8,5.461009979,5.108950615
1/29/2024 11:00,7.6,6.17991209,6.171075344
1/29/2024 12:00,8.3,9.181771278,9.138473511
1/29/2024 13:00,7.9,8.966246605,8.749624252
1/29/2024 14:00,7.9,7.800107956,7.674469948
1/29/2024 15:00,7.2,8.106676102,7.758528233
1/29/2024 16:00,6.8,6.951450825,6.837553024
1/29/2024 17:00,7.2,6.455255508,6.186333179
1/29/2024 18:00,8.6,7.190673351,7.233856201
1/29/2024 19:00,9,8.942555428,9.163341522
1/29/2024 20:00,7.9,8.741528511,8.26260376
1/29/2024 21:00,6.8,6.796248436,6.541661739
1/29/2024 22:00,5.8,6.046191692,5.98733902
1/29/2024 23:00,6.1,5.416779995,5.436188698
1/30/2024 0:00,5.4,6.200388432,6.054868698
1/30/2024 1:00,5.4,5.079608917,5.112597466
1/30/2024 2:00,4.3,5.254297733,5.132333279
1/30/2024 3:00,4.3,3.869583845,4.153339386
1/30/2024 4:00,4.7,4.233862877,4.130346298
1/30/2024 5:00,5.4,4.832032204,4.876799583
1/30/2024 6:00,5,5.652826309,5.527436733
1/30/2024 7:00,3.6,4.71359539,4.639365196
1/30/2024 8:00,3.2,3.174224138,3.098875523
1/30/2024 9:00,4,3.43670249,3.351595402
1/30/2024 10:00,5.4,4.818455219,4.553578377
1/30/2024 11:00,6.5,6.579867363,6.108037949
1/30/2024 12:00,5.4,7.427060127,7.110713959
1/30/2024 13:00,5.8,4.785451412,4.706132412
1/30/2024 14:00,5.4,6.054631233,6.242224693
1/30/2024 15:00,5.4,5.469769478,5.603420258
1/30/2024 16:00,4.7,5.591374397,5.343475819
1/30/2024 17:00,3.2,4.838090897,4.470646381
1/30/2024 18:00,3.2,3.192524433,3.473344564
1/30/2024 19:00,2.9,3.390072107,3.489845753
1/30/2024 20:00,1.4,2.793651104,3.35284853
1/30/2024 21:00,2.5,1.174692631,2.732053995
1/30/2024 22:00,4.3,3.370676517,3.29709053
1/30/2024 23:00,3.6,5.857277393,4.929261684
1/31/2024 0:00,6.5,3.381088257,3.571491003
1/31/2024 1:00,4.7,7.508877754,6.790542126
1/31/2024 2:00,5.4,3.814092398,4.528104782
1/31/2024 3:00,5.8,5.243231773,4.993744373
1/31/2024 4:00,5.4,6.049743176,5.699147701
1/31/2024 5:00,5.8,4.964625359,5.038377762
1/31/2024 6:00,7.2,6.071671009,5.635047436
1/31/2024 7:00,6.1,8.303266525,7.242824078
1/31/2024 8:00,7.6,5.617231846,5.670434475
1/31/2024 9:00,5.4,8.426210403,7.595865726
1/31/2024 10:00,5.8,4.762563705,5.133373737
1/31/2024 11:00,7.6,6.175692081,5.749485016
1/31/2024 12:00,7.2,9.709521294,7.944675922
1/31/2024 13:00,7.9,6.868112564,6.627510548
1/31/2024 14:00,9.4,8.617512703,7.908698082
1/31/2024 15:00,10.8,10.83945751,9.755041122
1/31/2024 16:00,10.1,11.74638844,11.03393364
1/31/2024 17:00,9.4,9.030992508,9.50472641
1/31/2024 18:00,9,8.430904388,8.805499077
1/31/2024 19:00,12.2,8.37848568,8.479755402
1/31/2024 20:00,11.9,13.62834358,12.13674736
1/31/2024 21:00,8.3,11.0449276,11.01137733
1/31/2024 22:00,4.3,6.453499317,7.151371479
1/31/2024 23:00,1.4,3.344909906,5.106571674
2/1/2024 0:00,3.6,1.719581842,4.106062889
2/1/2024 1:00,4.7,4.677565575,4.498729229
2/1/2024 2:00,4.3,4.893221855,4.667899609
2/1/2024 3:00,6.1,3.674575567,4.133008003
2/1/2024 4:00,5.4,7.97066164,6.325771809
2/1/2024 5:00,6.5,5.052043438,5.037110806
2/1/2024 6:00,2.2,7.323517323,6.420639992
2/1/2024 7:00,5.8,1.512763977,3.89694047
2/1/2024 8:00,4.7,7.805715561,6.574987888
2/1/2024 9:00,6.8,4.661868095,4.677611351
2/1/2024 10:00,9.4,7.99610424,6.850456715
2/1/2024 11:00,9.7,12.52696705,9.403513908
2/1/2024 12:00,13,9.461076736,9.292631149
2/1/2024 13:00,8.3,16.33602142,13.24550152
2/1/2024 14:00,10.1,6.565999031,6.886315346
2/1/2024 15:00,9,11.33354187,9.47218132
2/1/2024 16:00,10.4,8.853447914,8.672297478
2/1/2024 17:00,9.7,10.52848816,9.399681091
2/1/2024 18:00,10.1,9.17209053,8.846652985
2/1/2024 19:00,10.8,9.68819809,9.234707832
2/1/2024 20:00,10.4,10.80489922,10.06899929
2/1/2024 21:00,11.2,9.218524933,9.485433578
2/1/2024 22:00,12.2,10.56594658,10.50008583
2/1/2024 23:00,15.5,11.67793751,11.57191849
2/2/2024 0:00,14.8,15.48093224,14.5697155
2/2/2024 1:00,20.5,13.67196751,13.91965294
2/2/2024 2:00,22.7,21.44787216,18.54376602
2/2/2024 3:00,24.5,23.32808113,22.63355637
2/2/2024 4:00,23,24.74483681,23.82416534
2/2/2024 5:00,21.6,22.10295677,21.58442307
2/2/2024 6:00,20.9,20.28977394,20.77197838
2/2/2024 7:00,19.4,20.46304321,20.4571743
2/2/2024 8:00,20.2,18.14155769,18.3269043
2/2/2024 9:00,22.7,20.70305824,19.20875931
2/2/2024 10:00,28.1,24.55845833,21.77451706
2/2/2024 11:00,31.7,30.54281998,25.94202042
2/2/2024 12:00,32.4,33.41745377,29.97595024
2/2/2024 13:00,33.5,32.77222061,29.39307404
2/2/2024 14:00,33.1,34.21944809,30.46516991
2/2/2024 15:00,34.2,32.80679703,31.51794243
2/2/2024 16:00,35.6,33.96216202,31.5680027
2/2/2024 17:00,34.9,35.66725159,33.07824707
2/2/2024 18:00,32,34.23449326,32.24611282
2/2/2024 19:00,32.4,29.06555367,28.87822723
2/2/2024 20:00,31.3,32.05611038,30.95099258
2/2/2024 21:00,28.8,30.23267555,29.7326355
2/2/2024 22:00,30.2,25.92076683,25.85009384
2/2/2024 23:00,28.4,30.73368454,28.86079025
2/3/2024 0:00,26.3,26.66939354,26.72415543
2/3/2024 1:00,26.3,24.01290321,23.58840561
2/3/2024 2:00,25.9,25.86523438,25.49666214
2/3/2024 3:00,25.6,24.8161068,25.11975098
2/3/2024 4:00,23.8,24.85207558,24.6207962
2/3/2024 5:00,23.8,21.54452705,21.97870636
2/3/2024 6:00,22.3,23.258955,23.27873611
2/3/2024 7:00,18.7,20.59766388,21.00606155
2/3/2024 8:00,19.1,16.34665108,14.65782547
2/3/2024 9:00,17.6,18.92918205,18.01119232
2/3/2024 10:00,19.8,16.47631645,17.12728691
2/3/2024 11:00,17.6,21.71483994,19.44832611
2/3/2024 12:00,18.7,15.87179661,16.19742203
2/3/2024 13:00,16.2,19.02931976,18.60142517
2/3/2024 14:00,15.5,14.33455372,14.89045334
2/3/2024 15:00,14.8,14.21232605,15.13624954
2/3/2024 16:00,14.8,13.80631828,14.53823185
2/3/2024 17:00,14.4,13.92932224,14.87754059
2/3/2024 18:00,11.9,13.5808239,14.39113045
2/3/2024 19:00,11.5,10.32901001,11.41563988
2/3/2024 20:00,11.2,10.68587494,11.23405743
2/3/2024 21:00,10.4,10.69380093,10.56884384
2/3/2024 22:00,6.5,9.664614677,9.328976631
2/3/2024 23:00,3.6,5.123121262,5.951020241
2/4/2024 0:00,1.1,2.995498657,4.381399155
2/4/2024 1:00,2.9,0.963609934,3.534394503
2/4/2024 2:00,2.5,4.032392025,3.89269352
2/4/2024 3:00,2.5,2.762788534,3.025044918
2/4/2024 4:00,4.3,2.568296194,2.811519146
2/4/2024 5:00,4.3,5.948389053,4.736908436
2/4/2024 6:00,5.8,4.30674839,4.034970284
2/4/2024 7:00,6.5,7.046470642,5.947772026
2/4/2024 8:00,7.6,7.114209652,6.455686569
2/4/2024 9:00,9,8.49072361,7.670928478
2/4/2024 10:00,12.2,10.50861263,9.68025589
2/4/2024 11:00,14.4,15.46844101,14.3869009
2/4/2024 12:00,14.8,16.79980469,16.06908417
2/4/2024 13:00,15.5,14.72844696,14.60396862
2/4/2024 14:00,16.6,15.86474895,15.24185944
2/4/2024 15:00,18.7,17.44441986,16.82713318
2/4/2024 16:00,20.5,20.47533607,17.43971062
2/4/2024 17:00,21.6,21.67541122,19.47386551
2/4/2024 18:00,19.1,21.89377213,20.98283768
2/4/2024 19:00,18,16.6462326,16.34283829
2/4/2024 20:00,17.6,16.38646507,16.30098724
2/4/2024 21:00,16.9,16.90691566,17.45475769
2/4/2024 22:00,14.8,15.75356102,15.59261227
2/4/2024 23:00,11.5,13.11798668,12.7415781
2/5/2024 0:00,9.7,9.832286835,9.053661346
2/5/2024 1:00,7.9,8.666234016,8.290735245
2/5/2024 2:00,6.8,7.177493095,6.726964951
2/5/2024 3:00,7.9,6.303046703,5.729710579
2/5/2024 4:00,7.9,8.53539753,8.398012161
2/5/2024 5:00,7.6,7.866127014,7.484724522
2/5/2024 6:00,7.9,7.385918617,7.05602932
2/5/2024 7:00,6.8,8.124879837,7.83246994
2/5/2024 8:00,6.1,6.382021904,5.740235329
2/5/2024 9:00,5,5.951489925,5.453029633
2/5/2024 10:00,5,4.860946178,4.398445129
2/5/2024 11:00,4,5.182082653,5.222794056
2/5/2024 12:00,3.2,3.849695921,3.938113451
2/5/2024 13:00,4.3,3.128624678,3.358331203
2/5/2024 14:00,7.2,5.212059498,5.600303173
2/5/2024 15:00,7.6,9.761074066,9.668982506
2/5/2024 16:00,7.2,7.923304558,7.426804066
2/5/2024 17:00,7.9,6.827167988,6.79515028
2/5/2024 18:00,7.2,8.375197411,8.436105728
2/5/2024 19:00,3.6,6.941819191,6.610322475
2/5/2024 20:00,3.6,2.774674416,4.089568615
2/5/2024 21:00,3.2,3.672605038,4.043532848
2/5/2024 22:00,4.3,3.232600927,3.923182011
2/5/2024 23:00,5.4,4.741908073,4.279417038
2/6/2024 0:00,4.7,5.991814613,5.525160313
2/6/2024 1:00,0.7,4.338107109,4.462730408
2/6/2024 2:00,5.4,-0.085244894,2.998906612
2/6/2024 3:00,4.3,8.920984268,6.865108013
2/6/2024 4:00,6.1,4.120592117,4.464830399
2/6/2024 5:00,4.7,7.116798401,5.656055927
2/6/2024 6:00,17.3,4.266554356,4.614931107
2/6/2024 7:00,14.4,24.551754,14.28207779
2/6/2024 8:00,4.7,12.94487,11.16577339
2/6/2024 9:00,5.8,1.407721519,5.420985222
2/6/2024 10:00,7.9,6.625154972,6.171349525
2/6/2024 11:00,7.9,9.411333084,7.937447548
2/6/2024 12:00,10.1,7.856672764,6.894962788
2/6/2024 13:00,11.9,11.76116657,9.764116287
2/6/2024 14:00,10.4,13.79186058,11.30045319
2/6/2024 15:00,8.6,9.510450363,9.313937187
2/6/2024 16:00,6.8,7.329987526,7.896765709
2/6/2024 17:00,10.8,5.902374744,6.320778847
2/6/2024 18:00,8.6,13.63804436,11.06149292
2/6/2024 19:00,8.6,7.509679794,7.452747345
2/6/2024 20:00,9.4,7.951850891,8.666667938
2/6/2024 21:00,8.6,9.782831192,9.512382507
2/6/2024 22:00,9,7.579231262,8.088435173
2/6/2024 23:00,7.6,8.641980171,9.486700058
2/7/2024 0:00,12.2,6.666471004,7.215623379
2/7/2024 1:00,12.2,15.89055443,14.91836357
2/7/2024 2:00,13.7,12.46050167,12.26293755
2/7/2024 3:00,14.4,14.64541149,13.57268715
2/7/2024 4:00,14.4,15.09375381,13.98045158
2/7/2024 5:00,10.8,13.96067238,13.10625076
2/7/2024 6:00,10.4,8.774477005,8.872097969
2/7/2024 7:00,10.8,9.449641228,9.317152977
2/7/2024 8:00,11.2,10.60572338,10.36439323
2/7/2024 9:00,13,11.35103226,10.18970585
2/7/2024 10:00,18,14.52071381,12.47101212
2/7/2024 11:00,22,22.46300316,17.99533844
2/7/2024 12:00,22,25.81134987,21.45219803
2/7/2024 13:00,22,21.57031059,19.97581482
2/7/2024 14:00,27,21.46895409,20.81373215
2/7/2024 15:00,29.5,30.39978027,27.26617622
2/7/2024 16:00,29.9,31.2052803,31.28198242
2/7/2024 17:00,27.4,29.54232407,30.14471817
2/7/2024 18:00,25.6,24.41557884,25.35945511
2/7/2024 19:00,22.3,23.43580818,23.22238731
2/7/2024 20:00,21.6,19.62118912,20.22505188
2/7/2024 21:00,17.3,20.2702446,20.44163132
2/7/2024 22:00,14.8,14.75300026,14.59429359
2/7/2024 23:00,11.2,12.85348415,12.10706234
2/8/2024 0:00,12.6,9.716068268,8.943809509
2/8/2024 1:00,14.8,12.83370304,12.51661396
2/8/2024 2:00,14.8,16.5012455,15.13418388
2/8/2024 3:00,14.8,14.33849144,13.57309246
2/8/2024 4:00,11.9,14.33839989,13.91419792
2/8/2024 5:00,9.7,9.701224327,9.565150261
2/8/2024 6:00,14.4,8.086636543,7.549137115
2/8/2024 7:00,17.6,17.3618412,16.42897415
2/8/2024 8:00,23,20.09991074,18.45336533
2/8/2024 9:00,25.9,27.78952408,25.16355515
2/8/2024 10:00,28.1,29.49565506,29.87871361
2/8/2024 11:00,29.5,30.28399849,30.96131134
2/8/2024 12:00,28.8,30.67169571,30.60787392
2/8/2024 13:00,28.8,27.92258453,28.10497856
2/8/2024 14:00,32.8,28.84591866,28.25621033
2/8/2024 15:00,33.8,34.71385956,34.0353775
2/8/2024 16:00,33.5,34.01234055,33.05327225
2/8/2024 17:00,31,32.18379211,29.1187439
2/8/2024 18:00,27.4,27.83132935,28.00421906
2/8/2024 19:00,24.1,23.63367271,24.34693527
2/8/2024 20:00,22.3,21.12160683,20.99755287
2/8/2024 21:00,20.9,20.38116455,20.56765175
2/8/2024 22:00,17.3,19.24134445,19.45122528
2/8/2024 23:00,17.3,14.91184235,13.89689636
2/9/2024 0:00,13.7,16.78410721,16.84892654
2/9/2024 1:00,11.2,11.98453712,11.51913548
2/9/2024 2:00,10.1,9.639057159,8.575057983
2/9/2024 3:00,9.4,9.387359619,8.995524406
2/9/2024 4:00,9,8.610526085,8.456197739
2/9/2024 5:00,8.3,8.473715782,8.308176041
2/9/2024 6:00,7.6,7.743287086,7.505679131
2/9/2024 7:00,6.8,7.156995296,6.938573837
2/9/2024 8:00,5.8,6.290625095,6.144539833
2/9/2024 9:00,4.7,5.769424915,5.07997036
2/9/2024 10:00,6.5,4.712643147,4.220813751
2/9/2024 11:00,9,7.962873936,8.336400986
2/9/2024 12:00,10.8,11.12189674,11.01912022
2/9/2024 13:00,14,12.43294907,11.8664341
2/9/2024 14:00,18.7,16.86143112,17.01346588
2/9/2024 15:00,23.8,22.35708618,23.65225029
2/9/2024 16:00,25.6,27.2391777,22.53475761
2/9/2024 17:00,26.3,26.29036903,25.94488907
2/9/2024 18:00,27.4,25.68889618,26.43382263
2/9/2024 19:00,25.9,27.08644867,23.39043427
2/9/2024 20:00,23.8,23.92144775,24.14248276
2/9/2024 21:00,22.3,21.4344635,22.09962845
2/9/2024 22:00,21.2,20.52129936,20.24309921
2/9/2024 23:00,22,19.84646225,20.50207901
2/10/2024 0:00,15.5,22.31106186,22.47187805
2/10/2024 1:00,14.8,12.59350967,11.13359642
2/10/2024 2:00,14.8,13.63355255,13.68493176
2/10/2024 3:00,15.1,14.73052788,15.15849781
2/10/2024 4:00,16.2,14.79758644,13.76522541
2/10/2024 5:00,18,17.00124359,16.05981827
2/10/2024 6:00,15.1,19.38523865,19.02438164
2/10/2024 7:00,13,12.92171574,12.22155285
2/10/2024 8:00,7.9,11.35185909,10.6113205
2/10/2024 9:00,9.7,6.341760635,6.051288605
2/10/2024 10:00,13,10.76893616,11.4459486
2/10/2024 11:00,14.4,15.99087715,14.49833584
2/10/2024 12:00,18.4,15.53455639,14.91269588
2/10/2024 13:00,21.6,22.39138031,21.84994316
2/10/2024 14:00,24.5,24.80741501,24.81425858
2/10/2024 15:00,25.6,26.62801933,26.05938339
2/10/2024 16:00,25.9,26.0190506,25.30571747
2/10/2024 17:00,25.2,25.32713509,25.60768127
2/10/2024 18:00,19.1,23.84934616,21.45718765
2/10/2024 19:00,13.7,15.33399963,13.79603386
2/10/2024 20:00,12.2,11.09337616,9.670186996
2/10/2024 21:00,11.9,11.19291401,12.09143353
2/10/2024 22:00,11.2,11.23583126,11.72074127
2/10/2024 23:00,10.4,10.03407001,9.440414429
2/11/2024 0:00,5.4,9.444769859,9.394079208
2/11/2024 1:00,6.8,3.959350109,5.295804024
2/11/2024 2:00,7.6,7.500816345,7.738392353
2/11/2024 3:00,8.3,8.279194832,8.286817551
2/11/2024 4:00,8.6,8.706003189,7.435251236
2/11/2024 5:00,8.6,8.941353798,8.111345291
2/11/2024 6:00,8.6,8.547117233,8.391391754
2/11/2024 7:00,7.9,8.476942062,8.297710419
2/11/2024 8:00,7.6,7.24152565,7.136804104
2/11/2024 9:00,7.2,7.462613583,7.29846859
2/11/2024 10:00,8.3,7.25301981,6.980893135
2/11/2024 11:00,10.1,9.299929619,9.205210686
2/11/2024 12:00,13.3,11.7917366,11.46590137
2/11/2024 13:00,14.8,16.47025299,15.72152138
2/11/2024 14:00,14.4,16.54978943,15.80092239
2/11/2024 15:00,14,14.02088261,13.37484932
2/11/2024 16:00,13.3,13.45220947,13.23286629
2/11/2024 17:00,12.6,12.71231556,13.16795254
2/11/2024 18:00,10.1,11.65647888,10.90250492
2/11/2024 19:00,7.9,8.633176804,8.223505974
2/11/2024 20:00,4.3,7.026759148,6.645494461
2/11/2024 21:00,1.8,3.344253778,4.930688858
2/11/2024 22:00,1.8,1.237608433,3.63988018
2/11/2024 23:00,3.2,1.955224872,3.37112236
2/12/2024 0:00,4.3,4.044369698,4.374183655
2/12/2024 1:00,3.2,5.479529381,4.667786121
2/12/2024 2:00,2.9,3.044722795,3.216703415
2/12/2024 3:00,3.2,3.051646709,3.043132782
2/12/2024 4:00,2.9,3.755708933,4.075629711
2/12/2024 5:00,2.9,2.97261858,2.922867775
2/12/2024 6:00,1.8,3.071824789,2.939037323
2/12/2024 7:00,1.8,1.455272913,2.463036537
2/12/2024 8:00,0.7,2.302796602,2.376309395
2/12/2024 9:00,0.7,1.14690423,1.929819107
2/12/2024 10:00,1.8,1.248072386,1.811420441
2/12/2024 11:00,2.9,2.872676849,3.035671234
2/12/2024 12:00,4.3,3.920820951,3.718920231
2/12/2024 13:00,5,5.56755209,5.047112465
2/12/2024 14:00,6.1,5.800356865,5.533425808
2/12/2024 15:00,6.8,7.02596426,6.573958397
2/12/2024 16:00,7.6,7.340418816,7.203296661
2/12/2024 17:00,7.9,8.080635071,7.970211029
2/12/2024 18:00,7.6,7.773025036,7.698698044
2/12/2024 19:00,7.9,7.124941349,7.011898994
2/12/2024 20:00,6.1,7.664691448,8.13300705
2/12/2024 21:00,3.6,5.041168213,5.168140411
2/12/2024 22:00,2.2,2.500868559,2.574316025
2/12/2024 23:00,4,1.752226949,2.478778839
2/13/2024 0:00,3.2,4.911538601,5.506950855
2/13/2024 1:00,4,3.110361814,3.20669651
2/13/2024 2:00,4.7,4.320804119,3.821907997
2/13/2024 3:00,4.3,4.969923019,5.445483208
2/13/2024 4:00,4.3,3.721906424,3.680179596
2/13/2024 5:00,2.9,4.137940407,3.777768612
2/13/2024 6:00,2.2,2.403259516,2.666043282
2/13/2024 7:00,1.1,2.015181541,1.983250618
2/13/2024 8:00,0.4,1.028103232,1.350772858
